fdc_id,data_type,description
1131048,branded_food,"LEAF & OLAF MARSHMALLOWS CEREAL, LEAF & OLAF MARSHMALLOWS"
1131147,branded_food,"APPLE STRAWBERRY FLAVORED CUTIE O'S CEREAL, APPLE STRAWBERRY"
1131149,branded_food,"CRUNCHY WHEAT AND RICE FLAKES WITH CHOCOLATEY PIECES & REAL STRAWBERRIES CEREAL, CHOCOLATEY STRAWBERRY"
1131215,branded_food,"COCO KRUNCH SWEETENED RICE CEREAL, COCO KRUNCH"
1131243,branded_food,"SHREDDED WHEAT BIG BISCUIT CEREAL, SHREDDED WHEAT"
1131801,branded_food,"CRACKLING FRUIT CRISPS SWEETENED RICE CEREAL, CRACKLING FRUIT CRISPS"
1131975,branded_food,"HONEY TOASTED OATS CEREAL, HONEY"
1132049,branded_food,"RICE CRISP CEREAL, RICE CRISP"
1132065,branded_food,ORGANIC TOASTED O'S CEREAL
1132336,branded_food,"TOASTED CORN BRAN & WHEAT FIBER ESSENTIALS CEREAL, TOASTED CORN BRAN & WHEAT"
1132483,branded_food,"COCONUT FLAKES TOASTED CEREAL, COCONUT FLAKES"
1132484,branded_food,"CINNAMON FLAKES TOASTED CEREAL, CINNAMON FLAKES"
1132485,branded_food,"VANILLA O'S TOASTED CEREAL, VANILLA"
1132715,branded_food,"LIGHTLY SWEETENED 100% PREMIUM QUINOA TOASTED ORGANIC CEREAL, LIGHTLY SWEETENED"
1132851,branded_food,"SHREDDED WHEAT BITE SIZE WHOLE GRAIN CEREAL, SHREDDED WHEAT"
1133154,branded_food,"UNSWEETENED QUINOA MULTIGRAIN ORGANIC CREAMY HOT BREAKFAST WHOLE GRAIN CEREAL, UNSWEETENED QUINOA MULTIGRAIN"
1133155,branded_food,"UNSWEETENED AMARANTH MULTIGRAIN ORGANIC CREAMY HOT BREAKFAST WHOLE GRAIN CEREAL, UNSWEETENED AMARANTH MULTIGRAIN"
1133160,branded_food,"BERRY LLAMA FLAVORED INSTANT OATMEAL WITH HIDDEN VEGGIES*, BERRY CEREAL"
1133162,branded_food,"FRUITY HOOPS CEREAL FLAVOR INSTANT OATMEAL, FRUITY HOOPS CEREAL"
1133345,branded_food,"FANTASTIC FRUIT LLAMA LOOP CEREAL, FANTASTIC FRUIT"
1133346,branded_food,MAPLE BROWN SUGAR WHOLE GRAIN CEREAL
1133351,branded_food,"FILLED MIXED BERRY WHOLE GRAIN CEREAL, FILLED MIXED BERRY"
1133360,branded_food,"SWEETENED CEREAL WITH APPLE & CINNAMON, APPLE & CINNAMON"
1133390,branded_food,"SWEETENED CEREAL WITH APPLE, CINNAMON & MARSHMALLOWS, APPLE, CINNAMON & MARSHMALLOWS"
1133424,branded_food,"SWEETENED RICE CEREAL, SWEETENED"
1133474,branded_food,"BIRTHDAY CAKE REMIX CAKE BATTER FLAVORED CEREAL WITH CHOCOLATE FLAVORED MARSHMALLOWS, BIRTHDAY CAKE REMIX"
1133483,branded_food,"RAISIN BRAN TOASTED WHOLE GRAIN WHEAT & WHEAT BRAN CEREAL WITH RAISINS, RAISIN BRAN"
1133849,branded_food,"COCO TREATS SWEETENED CORN CEREAL, COCO TREATS"
1134118,branded_food,"CHOCOLATEY STRAWBERRY CRUNCHY WHEAT AND RICE FLAKES WITH CHOCOLATEY PIECES & REAL STRAWBERRIES CEREAL, CHOCOLATEY STRAWBERRY"
1134122,branded_food,"FROSTED COOKIES & CREME CEREAL, FROSTED COOKIES & CREME"
1134126,branded_food,"VANILLA RED TITAN'S CEREAL, VANILLA"
1134200,branded_food,"WHEAT BRAN FLAKES WITH RAISINS CEREAL, RAISIN BRAN"
1134592,branded_food,"PECAN CEREAL YOGURT SMOOTHIE WITH PROBIOTICS, PECAN CEREAL"
1134743,branded_food,"PECAN CEREAL YOGURT SMOOTHIE WITH PROBIOTICS, PECAN CEREAL"
1134759,branded_food,"STRAWBERRY BANANA CEREAL YOGURT SMOOTHIE WITH PROBIOTICS, STRAWBERRY BANANA CEREAL"
1134779,branded_food,"RASPBERRY CRUNCHY WHEAT & RICE FLAKES WITH REAL RASPBERRY PIECES CEREAL, RASPBERRY"
1134780,branded_food,"BANANA CRUNCHY WHEAT & RICE FLAKES CEREAL WITH REAL BANANAS, BANANA"
1134784,branded_food,"CEREAL MADE WITH BARLEY, WHOLE GRAIN WHEAT AND OATS WITH RAISINS, DATES AND ALMONDS"
1134785,branded_food,"MARSHMALLOW FLAVORED CEREAL WITH MARSHMALLOWS, MARSHMALLOW"
1134855,branded_food,"SWEETENED CHOCOLATE FLAVORED RICE CEREAL WITH REAL COCOA, SWEETENED, CHOCOLATE, REAL COCOA"
1135290,branded_food,CEREAL OF CORN
1135376,branded_food,"FARMERS MARKET MIX OAT-BASED CEREAL, FARMERS MARKET"
1135594,branded_food,"SWEETENED RICE CEREAL, SWEETENED"
1135615,branded_food,"ORIGINAL WHOLE GRAIN SHREDDED WHEAT CEREAL, ORIGINAL"
1135624,branded_food,"BLUEBERRY FLAVORED FROSTED SHREDDED BITE SIZE WHEAT LIGHTLY SWEETENED WHOLE GRAIN CEREAL, BLUEBERRY"
1135626,branded_food,"LIGHTLY SWEETENED STRAWBERRY FLAVORED WHOLE GRAIN FROSTED SHREDDED WHEAT CEREAL, STRAWBERRY"
1135634,branded_food,"WHOLE GRAIN WHEAT AND BRAN FLAKES CEREAL, BRAN FLAKES"
1135637,branded_food,"SUGAR COOKIE CEREAL WITH MARSHMALLOWS, MARSHMALLOWS"
1135868,branded_food,"ORGANIC KIDS FROSTED FLAKES SWEETENED CORN CEREAL, FROSTED FLAKES, SWEETENED"
1136098,branded_food,"CRISPY RICE & WHEAT FLAKES WITH OAT & FRUIT CLUSTERS & YOGURT COATED CLUSTERS CEREAL, FRUIT & YOGURT"
1136204,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED"
1136387,branded_food,"ORGANIC FROSTED CORN FLAKES CEREAL, FROSTED CORN FLAKES"
1136401,branded_food,CORN FLAKES CEREAL
1136412,branded_food,"FRUIT SWIRLS SWEETENED MULTIGRAIN CEREAL WITH NATURAL FRUIT FLAVOR, FRUIT SWIRLS"
1136416,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED, RED, WHITE & BLUE BERRIES"
1136464,branded_food,"CRISP RICE TOASTED RICE CEREAL, CRISP RICE"
1136489,branded_food,"SPOOKY MARSHMALLOWS NATURAL CHOCOLATE FLAVORED CEREAL, CHOCOLATE"
1136602,branded_food,"RAISIN BRAN WHOLE GRAIN WHEAT CEREAL WITH RAISINS, RAISIN BRAN"
1136603,branded_food,"WHOLE WHEAT & BRAN FLAKES CEREAL, WHOLE WHEAT"
1136605,branded_food,"PURPLE SWEET POTATO GRANOLA ALL-IN-ONE CEREAL, PURPLE SWEET POTATO"
1136778,branded_food,"APPLE CINNAMON OAT LOOPS TOASTED WHOLE GRAIN CEREAL, APPLE CINNAMON"
1136902,branded_food,"FROSTED WHOLE GRAIN OAT CEREAL WITH MARSHMALLOWS, MARSHMALLOWS"
1137469,branded_food,"MAPLE ALMOND CRUNCH HOT CEREAL, MAPLE ALMOND CRUNCH"
1137840,branded_food,"CINNAMON APPLE CRISP GRAIN FREE HOT CEREAL, CINNAMON APPLE CRISP"
1138017,branded_food,"RAISIN BRAN WHOLE WHEAT AND BRAN CEREAL WITH PLUMP RAISINS, RAISIN BRAN"
1138043,branded_food,"BANANA NUT CRUNCH CEREAL, BANANA NUT CRUNCH"
1138742,branded_food,"BLUEBERRY FRUIT & GRAIN NATURALLY FLAVORED CEREAL BARS, BLUEBERRY"
1138907,branded_food,"ELDERBERRY-FLAVORED CEREAL PUFFS WITH ORGANIC STRAWBERRY-FILLED CRISP PILLOWS, ELDERBERRY"
1139134,branded_food,FORTIFIED CORNSTARCH CEREAL
1139244,branded_food,"FRUITY FOSSILS SWEETENED RICE CEREAL, SWEETENED RICE"
1139356,branded_food,"PB&J PUFFS SWEETENED CORN AND OAT CEREAL WITH PEANUT BUTTER AND NATURAL STRAWBERRY FLAVOR, PB&J PUFFS"
1139384,branded_food,"MOCHA LATTE CEREAL, MOCHA LATTE"
1139385,branded_food,"SWEETENED RICE CEREAL WITH MARSHMALLOWS, MARSHMALLOWS"
1139386,branded_food,"CARAMEL MACCHIATO CEREAL, CARAMEL MACCHIATO"
1139405,branded_food,"CEREAL WITH ALMONDS, ALMONDS"
1139469,branded_food,"CHOCOLATE FLAVORED SWEETENED RICE CEREAL WITH REAL COCOA, CHOCOLATE"
1139694,branded_food,"APPLE CINNAMON CEREAL, APPLE CINNAMON"
344641,branded_food,Kellogg's Froot Loops Cereal .75oz
344642,branded_food,Kellogg's Frosted Flakes Cereal Multi Grain 2oz
344649,branded_food,Kellogg's Cinnabon Cereal 9oz
344652,branded_food,Kellogg's Cereal Breakfast Bar Chocolate 1.34oz
344658,branded_food,BEAR NAKED CEREAL SEA SALTED CARAMEL APPLE 12OZ
344706,branded_food,Kellogg's Frosted Flakes Cereal 1oz
344707,branded_food,Kellogg's Frosted Flakes Cereal Multi Grain Cinnamon 2oz
344708,branded_food,Kellogg's Froot Loops Cereal Reduced Sugar 1oz
344717,branded_food,Kellogg's Licensed Brands Cereal Frozen Movie 1oz
344720,branded_food,Kellogg's All Bran Cereal Complete Wheat Flakes 1.13oz
344721,branded_food,Kellogg's Corn Pops Cereal .95oz
344722,branded_food,Kellogg's All Bran Cereal Original 1.76oz
344723,branded_food,Kellogg's Froot Loops Cereal .95oz
344730,branded_food,Kellogg's Frosted Flakes Cereal 15oz
344745,branded_food,BEAR NAKED CEREAL ORIGINAL CINNAMON PROTEIN 30OZ
344746,branded_food,Bear Naked Cereal Original Cinnamon 11.2oz
344747,branded_food,BEAR NAKED CEREAL SEA SALTED CARAMEL APPLE 1.2OZ
344839,branded_food,Kellogg's Corn Pops Cereal .75oz
344840,branded_food,Kellogg's All Bran Cereal Buds 17.7oz
344841,branded_food,Kellogg's Apple Jacks Cereal .63oz
344843,branded_food,Kellogg's Crispix Cereal .75oz
344845,branded_food,Kellogg's Frosted Flakes Cereal Chocolate Multi Grain 1oz
344848,branded_food,Kellogg's Frosted Flakes Cereal Multi Grain 1oz
344849,branded_food,Kellogg's Apple Jacks Cereal Reduced Sugar 1oz
344871,branded_food,Kellogg's Frosted Flakes Cereal 1.2oz
344896,branded_food,Kellogg's Frosted Flakes Cereal Reduced Sugar 1oz
344925,branded_food,Bear Naked Cereal All Natural Granola Banana Nut 12oz
344926,branded_food,Bear Naked Cereal All Natural Granola Fruit & Nut 12oz
344927,branded_food,BEAR NAKED CEREAL HONEY ALMOND PROTEIN 30OZ
344932,branded_food,Bear Naked Cereal Cinnamon And Sunflower Butter Soft Baked 11oz
344933,branded_food,Bear Naked Cereal Cacao And Cashew Butter Soft Baked 11oz
344934,branded_food,BEAR NAKED CEREAL PEPITA HEMP SUNFLOWER BUTTER 10.5OZ
344935,branded_food,Bear Naked Cereal All Natural Fit Vanilla Almond 19oz
344936,branded_food,BEAR NAKED CEREAL CINNAMON SUNFLOWER 1.2OZ
344937,branded_food,Bear Naked Cereal Maple Pecan 12oz
344957,branded_food,Kashi Organic Cereal Cocoa Coconut With Kamut Khorasan Wheat Granola 11oz
344963,branded_food,KASHI ORGANIC CEREAL CHERRY CINNAMON & CARDAMOM 2.12OZ
344964,branded_food,KASHI ORGANIC CEREAL PEPITA & SUNFLOWER 2.12OZ
344965,branded_food,KASHI ORGANIC CEREAL CINNAMON HARVEST 22.6OZ
344966,branded_food,Kashi Organic Cereal Cinnamon Harvest 52oz
344969,branded_food,Kashi Golean Cereal Vanilla 10.8oz
344973,branded_food,KASHI GOLEAN CEREAL VANILLA 1.75OZ
344974,branded_food,Kashi Heart To Heart Cereal Cinnamon 34oz
345002,branded_food,Kashi Cereal Bars Blackberry 1.2oz
345004,branded_food,Kashi Golean Cereal Original 1.6oz
345005,branded_food,Kashi Golean Cereal Crunch 2.3oz
345006,branded_food,Kashi Golean Cereal Crunch 50oz 4ct
345012,branded_food,Kashi Whole Health Ready To Eat Cereal 7 Whole Grain Flakes 12.6oz
345013,branded_food,Kashi Whole Health Ready To Eat Cereal Puffed 6.5oz
345014,branded_food,Kashi Organic Cereal Promise Cinnamon Harvest 16.3oz
345015,branded_food,Kashi Whole Health Ready To Eat Cereal Simply Maize 10.5oz
345016,branded_food,Kashi Whole Health Ready To Eat Cereal Indigo Morning 10.3oz
345017,branded_food,Kashi Heart To Heart Cereal Honey Toasted Oat 12oz
345018,branded_food,Kashi Golean Cereal Cinnamon 14oz
345019,branded_food,Kashi Heart To Heart Cereal Cinnamon 12oz
345020,branded_food,Kashi Golean Cereal Crunch 21.3oz
345023,branded_food,KASHI GOLEAN CEREAL VANILLA GRAHAM 13.2OZ
345134,branded_food,Kellogg's Rice Krispies Cereal .62oz
345135,branded_food,Kellogg's Raisin Bran Cereal 56oz 4ct
345136,branded_food,Kellogg's Special K Cereal Red Berries 2.5oz
345137,branded_food,Kellogg's All Bran Cereal Complete Wheat Flakes .88oz
345138,branded_food,Kellogg's Raisin Bran Cereal 1.25oz
345139,branded_food,Kellogg's Special K Cereal Bars Red Berries .81oz
345140,branded_food,Kellogg's Cocoa Krispies Cereal 1.1oz
345141,branded_food,Kellogg's Special K Cereal 12oz
345142,branded_food,Kellogg's Special K Cereal 18oz
345143,branded_food,Kellogg's Special K Cereal 32oz 4ct
345145,branded_food,Kellogg's Cracklin Oat Bran Cereal 17oz
345146,branded_food,Kellogg's Muslix Cereal 15.3oz
345149,branded_food,Kellogg's Cocoa Krispies Cereal 2.3oz
345162,branded_food,KELLOGG SPECIAL K CEREAL GLUTEN FREE 11OZ
345164,branded_food,Kellogg's Raisin Bran Cereal Crunch 2.8oz
345165,branded_food,Kellogg's Low Fat Granola Cereal Crunchy 2oz
345169,branded_food,Kellogg's Raisin Bran Cereal Cranberry 13.5oz
345170,branded_food,KELLOGG SPECIAL K CEREAL BARS BLUEBERRY .88OZ
345171,branded_food,Kellogg's Special K Cereal Bars Red Berries .88oz
345178,branded_food,KELLOGG SPECIAL K HOT CEREAL CINNAMON RAISIN 1.83OZ
345179,branded_food,KELLOGG ORIGINS CEREAL FRUIT & SEED MUESLI RAISIN APRICOT CRANBERRY WITH PUMPKIN SEEDS 14.1OZ
345180,branded_food,KELLOGG ORIGINS CEREAL FRUIT & NUT MUESLI APRICOT CASHEW RAISIN COCONUT 14.1OZ
345181,branded_food,KELLOGG ORIGINS CEREAL CRANBERRY WALNUT 12.9OZ
345183,branded_food,Kellogg's Special K Cereal Coconut Almond 14oz
345184,branded_food,Kellogg's Low Fat Granola Cereal With Raisins 50oz 4ct
345185,branded_food,Kellogg's Special K Cereal Cinnamon Brown Sugar Crunch 1.9oz
345186,branded_food,Kellogg's Nutri-Grain Cereal Bars Pumpkin Spice 1.3oz
345193,branded_food,Kellogg's Special K Cereal Protein Plus 19oz
345194,branded_food,KELLOGG SPECIAL K CEREAL VANILLA ALMOND 18.8OZ
345196,branded_food,Kellogg's Raisin Bran Cereal 30.3oz
345198,branded_food,Kellogg's Special K Cereal Bars Coconut .88oz
345199,branded_food,Kellogg's Special K Cereal Coconut Almond 38.2oz
345204,branded_food,KELLOGG KRAVE CEREAL 14.1OZ
345205,branded_food,KELLOGG KRAVE CEREAL 3.1OZ
345210,branded_food,Kellogg's Nutri-Grain Cereal Bars Pumpkin Spice 41.6oz
345211,branded_food,Kellogg's Rice Krispies Cereal .88oz
345212,branded_food,Kellogg's Raisin Bran Cereal 1.52oz
345216,branded_food,Kellogg's Cocoa Krispies Cereal 2.3oz
345220,branded_food,Kellogg's Special K Cereal Bars Chocolatey Pretzel .77oz
345224,branded_food,Kellogg's Low Fat Granola Cereal Crunchy 50oz 4ct
345232,branded_food,Kellogg's Krave Cereal Chocolate 11.4oz
345233,branded_food,Kellogg's Krave Cereal Double Chocolate 11oz
345234,branded_food,KELLOGG SPECIAL K CEREAL VANILLA ALMOND 12.4OZ
345237,branded_food,Kellogg's Raisin Bran Cereal 23.5oz
345238,branded_food,Kellogg's Raisin Bran Cereal 18.7oz
345239,branded_food,Kellogg's Raisin Bran Cereal 13.7oz
345240,branded_food,Kellogg's Nutri-Grain Cereal Bars Strawberry 1.55oz
345242,branded_food,Kellogg's Nutri-Grain Cereal Bars Apple Cinnamon 1.55oz
345243,branded_food,Kellogg's Special K Cereal Bars Chocolate .88oz
345244,branded_food,Kellogg's Special K Cereal 1.25oz
345246,branded_food,Kellogg's Krave Cereal Milk Chocolate 1.87oz
345248,branded_food,Kellogg's Krave Cereal Chocolate 35oz 4ct
345255,branded_food,Kellogg's Special K Cereal Low Carb Protein Plus 12.5oz
345256,branded_food,KELLOGG SPECIAL K CEREAL VANILLA ALMOND 16.3OZ
345258,branded_food,KELLOGG SPECIAL K HOT CEREAL CRANBERRY ALMOND 3.66OZ
345259,branded_food,KELLOGG SPECIAL K CEREAL BARS CHOCOLATE CARAMEL .88OZ
345260,branded_food,KELLOGG SPECIAL K HOT CEREAL MAPLE BROWN SUGAR 3.66OZ
345261,branded_food,KELLOGG SPECIAL K HOT CEREAL CINNAMON RAISIN PECAN 3.66OZ
345271,branded_food,Kellogg's Raisin Bran Cereal Omega 3 14.3oz
345275,branded_food,Kellogg's Krave Cereal Chocolate 19.9oz
345322,branded_food,Kashi Whole Health Ready To Eat Cereal Whole Grain Nuggets 20oz
345328,branded_food,Kashi Organic Cereal Cranberry Spelt And Flax Granola 11oz
345329,branded_food,KASHI ORGANIC CEREAL ORGANIC PROMISE SPROUTED GRAINS 28.8OZ
345330,branded_food,Kashi Organic Cereal Promise Sprouted Grain 9.5oz
345331,branded_food,Kashi Organic Cereal Sweet Potato Sunshine 10.5oz
345333,branded_food,KASHI ORGANIC CEREAL CACAO NIB ALMOND & COCONUT 2.12OZ
345334,branded_food,Kashi Organic Cereal Toasted Oat 34oz
345335,branded_food,KASHI ORGANIC CEREAL SWEET POTATO SUNSHINE 31OZ
345344,branded_food,Kashi Cereal Bars Strawberry 1.2oz
345346,branded_food,Kashi Heart To Heart Cereal Honey Toasted Oat 1.4oz
345348,branded_food,Kashi Heart To Heart Cereal Blueberry 13.4oz
345356,branded_food,KASHI HEART TO HEART CEREAL HONEY TOASTED OAT 1OZ
345357,branded_food,Kashi Golean Cereal 13.1oz
345358,branded_food,Kashi Organic Cereal Berry Fruitful 15.6oz
345359,branded_food,Kashi Golean Cereal Original 21oz
345413,branded_food,Kellogg's Special K Cereal .62oz
345416,branded_food,Kellogg's Special K Cereal Cinnamon Brown Sugar Crunch 10.8oz
345417,branded_food,KELLOGG SPECIAL K CEREAL CINNAMON BROWN SUGAR CRUNCH 32.4OZ
345418,branded_food,KELLOGG SPECIAL K HOT CEREAL HONEY NUT 3.66OZ
345425,branded_food,Kellogg's Special K Cereal Bars Salted Caramel Chocolate .88oz
345427,branded_food,Kellogg's Special K Cereal Bars Salted Pretzel Chocolate .88oz
345430,branded_food,Kellogg's Krave Cereal Smores 1oz
345435,branded_food,KELLOGG SPECIAL K CEREAL LOW FAT CRANBERRY 10.6OZ
345436,branded_food,KELLOGG SPECIAL K HOT CEREAL HONEY NUT CRUNCH 1.83OZ
345437,branded_food,KELLOGG SPECIAL K CEREAL CINNAMON BROWN SUGAR CRUNCH 33.6OZ
345439,branded_food,Kellogg's Special K Cereal Raspberry Almond 14oz
345440,branded_food,KELLOGG SPECIAL K CEREAL LOW FAT GRANOLA WITH CRANBERRIES 2.3OZ
345443,branded_food,Kellogg's Special K Cereal Raspberry Almond 38.2oz
345448,branded_food,Kellogg's Special K Cereal Chocolate Delight 18.5oz
345449,branded_food,Kellogg's Special K Cereal Cinnamon Pecan 18.4oz
345454,branded_food,Kashi Heart To Heart Cereal Honey Toasted Oat 48oz 4ct
345455,branded_food,Kellogg's Special K Cereal .81oz
345456,branded_food,Kellogg's Low Fat Granola Cereal With Raisins 2.22oz
345459,branded_food,Kellogg's Cereal Breakfast Bar Chewy Berry 1.27oz
345462,branded_food,Kellogg's Raisin Bran Cereal Crunch 24.8oz
345468,branded_food,KELLOGG SPECIAL K CEREAL BARS BERRY STREUSEL .88OZ
345476,branded_food,Kellogg's Special K Cereal Chocolate Delight 13.1oz
345477,branded_food,Kellogg's Special K Cereal Cinnamon Pecan 12.1oz
345482,branded_food,Kellogg's Rice Krispies Cereal 1.3oz
345483,branded_food,Kellogg's Raisin Bran Cereal Crunch 18.2oz
345506,branded_food,Kellogg's Krave Cereal Smores 11oz
345521,branded_food,Kashi Organic Cereal Promise Autumn Wheat 16.3oz
345592,branded_food,Kellogg's Corn Pops Cereal 1.5oz
345593,branded_food,Kellogg's Froot Loops Cereal In A Cup 1.5oz
345596,branded_food,Kellogg's Special K Cereal Low Fat Granola 2.5oz
345603,branded_food,Kellogg's Special K Cereal Low Fat Granola 11.3oz
345610,branded_food,Kellogg's Apple Jacks Cereal In A Cup 1.5oz
345611,branded_food,Kellogg's Frosted Flakes Cereal In A Cup 2.1oz
345622,branded_food,Kashi Golean Cereal Crunch 13.8oz
345623,branded_food,Kashi Organic Cereal Promise Island Vanilla 16.3oz
345624,branded_food,Kashi Organic Cereal Strawberry Fields 10.3oz
345656,branded_food,Kellogg's Special K Cereal Bars Dark Chocolate Pomegranate .88oz
345665,branded_food,Kellogg's Nutri-Grain Cereal Bars Blueberry 1.55oz
345668,branded_food,Kellogg's Rice Krispies Cereal Brown Rice Whole Grain 1oz
345669,branded_food,Kellogg's Froot Loops Cereal Reduced Sugar 1oz
345670,branded_food,Kellogg's Apple Jacks Cereal Reduced Sugar 1oz
345671,branded_food,Kellogg's Frosted Flakes Cereal Multi Grain Cinnamon 1oz
345672,branded_food,KELLOGG SPECIAL K HOT CEREAL MAPLE BROWN SUGAR 1.83OZ
345673,branded_food,KELLOGG SPECIAL K HOT CEREAL CRANBERRY ALMOND 1.83OZ
345702,branded_food,Bear Naked Cereal All Natural Fit Triple Berry 12oz
345703,branded_food,Bear Naked Cereal All Natural Fit Vanilla Almond 12oz
345704,branded_food,Bear Naked Cereal Honey Almond Protein 11.2oz
345709,branded_food,BEAR NAKED CEREAL CACAO CASHEW 1.2OZ
345712,branded_food,Bear Naked Cereal Chocolate Granola 12oz
345713,branded_food,Bear Naked Cereal All Natural Granola Fruit & Nut 48oz
345729,branded_food,KELLOGG SPECIAL K CEREAL BARS BLUEBERRY 5.28OZ
345730,branded_food,Kellogg's Special K Cereal Bars Blueberry Fruit Crisp .88oz
345738,branded_food,Kellogg's Special K Cereal Bars Cranberry Almond 1.16oz
345746,branded_food,Kellogg's Nutri-Grain Cereal Bars Cinnamon 1.4oz
345747,branded_food,Kellogg's Nutri-Grain Cereal Bars Lemon 1.4oz
345749,branded_food,Kellogg's All Bran Cereal Original 18.3oz
345750,branded_food,KASHI GOLEAN CEREAL TOASTED BERRY CRUMBLE 40OZ
345751,branded_food,Kashi Golean Cereal Crunch Honey Almond Flax 14oz
345752,branded_food,Kashi Golean Cereal Crisp Toasted Berry 14oz
345760,branded_food,Kellogg's Apple Jacks Cereal .95oz
345761,branded_food,Kellogg's Cereal Breakfast Bar Apple Cinnamon 1.27oz
345765,branded_food,KELLOGG SPECIAL K CEREAL BARS RED VELVET 5.28OZ
345783,branded_food,Bear Naked Cereal Chocolate Almond 13oz
345784,branded_food,Kashi Golean Cereal Chocolate Coconut 12.2oz
345785,branded_food,Bear Naked Cereal Toasted Coconut Almond 12oz
345786,branded_food,Bear Naked Cereal Toasted Coconut 13oz
345787,branded_food,Kashi Bear Naked Cereal Honey Nut 13oz
345788,branded_food,Keebler Cereal Chips Deluxe Rainbow 11.2oz
345791,branded_food,Kellogg's Mini-Wheats Cereal Bite Size Strawberry 21oz
345794,branded_food,Kellogg's Special K Cereal Bars Chocolate Peanut 1.23oz
345795,branded_food,KELLOGG SPECIAL K CEREAL BARS CHOCOLATE 7.38OZ
345816,branded_food,Kellogg's Special K Cereal Bars Red Velvet .88oz
345823,branded_food,Kellogg's Special K Cereal Bars Caramel Pretzel Cashew 1.23oz
345852,branded_food,Kellogg's Special K Cereal Bars Strawberry 13.2oz
345853,branded_food,KELLOGG SPECIAL K CEREAL BARS STRAWBERRY 15.84OZ
345854,branded_food,KELLOGG SPECIAL K CEREAL BARS STRAWBERRY 10.56OZ
345855,branded_food,KELLOGG SPECIAL K CEREAL BARS COOKIES N' CREME 5.28OZ
345856,branded_food,KELLOGG SPECIAL K CEREAL BARS STRAWBERRY 5.28OZ
345857,branded_food,Kellogg's Special K Cereal Bars Strawberry .88oz
345858,branded_food,Kellogg's Special K Cereal Bars Strawberry 8.8oz
345859,branded_food,KELLOGG SPECIAL K CEREAL BARS STRAWBERRY 5.28OZ
345860,branded_food,Kellogg's Special K Cereal Bars Cookies & Creme .88oz
345861,branded_food,Kellogg's Special K Cereal Bars Dark Chocolate Nut 1.16oz
345862,branded_food,KELLOGG SPECIAL K CEREAL BARS FRUIT & NUT 7.38OZ
345863,branded_food,KELLOGG SPECIAL K CEREAL BARS CHOCOLATE 6.9OZ
345864,branded_food,KELLOGG SPECIAL K CEREAL BARS BROWN SUGAR CINNAMON 5.28OZ
345865,branded_food,Kellogg's Special K Cereal Bars Brown Sugar Cinnamon .88oz
345896,branded_food,Kellogg's Mini-Wheats Cereal Pumpkin Spice 15.5oz
345898,branded_food,Kellogg's Corn Flakes Cereal .81oz
345899,branded_food,Kellogg's Mini-Wheats Cereal Bite Size Frosted 1.31oz
345900,branded_food,Kellogg's Shredded Wheat Minis Cereal Bite Size Unfrosted 1.2oz
345901,branded_food,Kellogg's Corn Flakes Crumbs Cereal 21oz
345918,branded_food,Kellogg's Mini-Wheats Cereal Bite Size Frosted 36oz
345919,branded_food,Kellogg's Mini-Wheats Cereal Bite Size Frosted 1oz
345920,branded_food,Kellogg's Mini-Wheats Cereal Blueberry Vanilla 14.3oz
345921,branded_food,Kellogg's Mini-Wheats Cereal Cranberry Yogurt 14.3oz
345922,branded_food,Kellogg's Mini-Wheats Cereal Bite Size Frosted 2.5oz
345923,branded_food,Kellogg's Mini-Wheats Cereal Bite Size Frosted 18oz
345924,branded_food,Kellogg's Mini-Wheats Cereal Bite Size Frosted 24oz
345926,branded_food,Kellogg's Mini-Wheats Cereal Blueberry Muffin 21oz
345927,branded_food,Kellogg's Mini-Wheats Cereal Blueberry Muffin 15.5oz
345928,branded_food,Kellogg's Mini-Wheats Cereal Maple Brown Sugar 21oz
345929,branded_food,Kellogg's Mini-Wheats Cereal Maple Brown Sugar 15.5oz
345930,branded_food,Kellogg's Mini-Wheats Cereal Little Bites Original 15.2oz
345931,branded_food,Kellogg's Mini-Wheats Cereal Raspberry 15oz
345933,branded_food,Kellogg's Nutri-Grain Cereal Bars Strawberry Greek Yogurt 1.3oz
345934,branded_food,KELLOGG NUTRI-GRAIN CEREAL BARS CHOCOLATE WITH RASPBERRY 1.3OZ
345935,branded_food,Kellogg's Nutri-Grain Cereal Bars Apple Cinnamon 31.2oz
345936,branded_food,Kellogg's Nutri-Grain Cereal Bars Strawberry 31.2oz
345937,branded_food,Kellogg's Nutri-Grain Cereal Bars Apple Cinnamon 20.8oz
345938,branded_food,Kellogg's Nutri-Grain Cereal Bars Strawberry 20.8oz
345939,branded_food,Kellogg's Nutri-Grain Cereal Bars Mixed Berry 1.3oz
345940,branded_food,Kellogg's Nutri-Grain Cereal Bars Apple Cinnamon 1.3oz
345941,branded_food,Kellogg's Nutri-Grain Cereal Bars Raspberry 1.3oz
345942,branded_food,Kellogg's Nutri-Grain Cereal Bars Strawberry 1.3oz
345943,branded_food,Kellogg's Nutri-Grain Cereal Bars Cherry 1.3oz
345944,branded_food,Kellogg's Nutri-Grain Cereal Bars Blueberry 20.8oz
345945,branded_food,Kellogg's Nutri-Grain Cereal Bars Blueberry 1.3oz
